p_1
-0.428,-0.487,0.137,-0.213,-0.213
0.229,0.591,-0.842,-0.512,0.592
-0.735,-0.526,-0.748,-0.938,-0.575
0.287,-1.0,0.815,0.085,0.946
0.659,0.358,-0.708,-0.275,-0.38
p_2
0.713,0.287,0.254,-0.277,-0.769
-0.586,-0.985,-0.728,0.172,-0.235
-0.022,-0.579,0.309,0.667,-0.651
-0.729,-0.244,0.869,-0.836,-0.786
-0.48,0.298,-0.741,0.619,0.271
p_3
-0.463,0.585,-0.819,0.184,0.776
-0.742,0.784,0.607,-0.977,-0.826
0.971,-0.081,0.151,0.13,-0.227
0.897,-0.477,0.475,-0.276,-0.507
-0.397,-0.311,0.802,0.786,0.304
p_4
0.483,-0.625,0.156,0.649,-0.377
-0.582,-0.163,-0.48,0.759,0.785
0.492,0.123,0.722,0.452,0.505
-0.118,-0.158,-0.122,-0.299,0.089
0.688,0.197,-0.79,0.509,0.885
p_5
-0.105,-0.52,0.85,-0.481,0.485
-0.531,0.777,0.016,0.45,-0.13
-0.872,-0.583,-0.148,-0.44,-0.909
-0.131,0.127,0.266,0.787,0.948
-0.367,-0.573,0.695,0.9,0.842
