p_1
-0.689,-0.422,0.35,-0.571,-0.74
0.481,0.341,0.094,-0.241,0.609
-0.183,0.841,0.648,0.381,-0.042
-0.56,-0.503,-0.724,-0.046,0.36
0.423,0.631,-0.802,0.185,0.393
p_2
-0.732,-0.737,0.007,0.589,0.38
0.628,0.37,-0.937,-0.776,-0.096
-0.877,-0.188,-0.483,0.109,-0.742
0.854,0.103,-0.064,0.528,-0.547
0.425,-0.715,-0.517,-0.281,0.271
p_3
0.162,-0.961,0.961,0.96,-0.108
0.58,-0.187,0.194,-0.025,0.775
0.187,-0.058,-0.606,0.749,0.37
0.938,0.993,0.335,0.805,-0.535
-0.796,-0.988,-0.28,0.251,-0.562
p_4
0.506,-0.644,0.786,0.197,-0.187
-0.18,0.793,0.119,-0.359,0.327
0.121,-0.011,-0.64,-0.023,-0.6
0.391,0.577,-0.751,-0.007,-0.836
0.093,-0.585,0.806,-0.125,-0.167
p_5
0.869,0.504,-0.039,-0.184,0.992
-0.312,-0.699,-0.319,-0.638,-0.948
0.969,-0.853,-0.424,-0.389,0.878
0.306,-0.722,-0.743,0.428,0.663
0.676,0.026,0.703,-0.899,0.047
