p_1
0.228,-0.753,0.687,0.656,0.544
-0.85,0.717,-0.522,-0.181,-0.792
-0.951,0.966,-0.141,0.667,0.972
-0.427,0.12,-0.892,-0.391,-0.013
-0.976,0.228,0.094,-0.863,-0.841
p_2
0.558,-0.327,0.856,-0.407,0.441
-0.716,0.035,-0.445,0.842,0.298
-0.504,0.289,0.821,-0.596,0.042
-0.736,0.135,-0.823,0.349,-0.185
-0.127,-0.244,0.43,-0.095,-0.618
p_3
-0.479,0.179,0.313,-0.322,-0.626
0.164,0.941,-0.686,0.945,-0.903
0.538,0.645,-0.409,-0.279,-0.361
-0.206,-0.489,0.657,-0.668,0.321
0.266,0.811,0.333,-0.581,-0.093
p_4
0.581,0.693,-0.531,-0.623,-0.186
-0.646,-0.345,-0.429,-0.857,0.904
-0.053,-0.925,-0.791,0.169,0.112
-0.159,-0.751,0.139,-0.045,0.005
0.363,-0.118,-0.081,-0.742,-0.292
p_5
0.018,0.951,-0.032,0.093,-0.119
0.152,-0.019,-0.779,0.713,0.848
0.698,0.996,0.294,-0.949,0.051
0.773,0.259,0.318,-0.316,0.991
0.423,-0.417,0.65,-0.157,-0.124
