p_1
-0.682,-0.652,0.143,0.791,0.378
0.924,-0.046,-0.662,0.931,0.815
-0.814,-0.347,0.098,0.99,0.9
-0.963,-0.171,-0.173,-0.724,-0.335
0.223,0.521,0.901,-0.268,-0.224
p_2
0.784,0.253,-0.575,-0.027,0.183
0.057,0.327,0.378,-0.141,0.729
0.326,-0.494,-0.681,-0.85,-0.846
-0.804,-0.26,0.281,-0.21,0.307
-0.286,-0.941,0.723,0.083,0.28
p_3
0.847,0.168,0.053,-0.675,-0.734
0.857,-0.41,-0.763,0.089,-0.005
0.974,0.819,-0.184,-0.053,0.118
0.401,0.763,0.369,-0.292,0.439
0.668,0.092,-0.386,0.801,-0.801
p_4
0.605,0.332,-0.911,-0.462,-0.514
-0.475,-0.47,-0.363,-0.846,-0.349
-0.913,-0.318,-0.833,0.996,-0.696
0.773,0.523,-0.371,-0.775,0.886
-0.095,-0.682,0.587,-0.81,-0.558
p_5
0.453,-0.985,-0.031,-0.025,0.277
0.524,-0.904,0.077,0.641,0.672
0.371,0.995,0.401,-0.995,-0.308
-0.561,0.411,0.84,0.679,0.132
0.454,-0.628,-0.514,0.542,0.014
